metallicity,element,0.5,1.0,1.3,1.5,1.8,1.9,2.1,2.3,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,13.0,15.0,18.0,20.0,25.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0
0.0001,He,0.0,0.005318,0.025994999999999997,0.046646,0.08791900000000001,0.10689000000000001,0.1414,0.15789,0.12749000000000002,0.076485,0.12691,0.20337,0.26487,0.34199,0.42286,0.51817,0.8325,0.7512,0.7224,0.7224,0.7224,0.7224,4.0136,4.4008,5.4219,5.9363,8.0268,9.5219,11.892999999999999,15.042,18.192,21.340999999999998,24.491,27.64,30.79
0.0001,Li,0.0,1.08e-10,1.08e-10,1.19e-10,9.7e-11,6.6e-11,-2.4e-11,-6.199999999999999e-11,-6e-11,6.115700000000001e-08,6.153e-09,1.61e-09,1.329e-09,7.23e-10,6.8e-11,-1.04e-10,-5.549e-09,-6.023e-09,-4.987e-09,0.0,0.0,0.0,2.17e-10,2.94e-10,7.3e-11,2.79e-10,5.677e-09,2.36e-08,3.8e-11,1.01e-10,1.64e-10,2.27e-10,2.9000000000000003e-10,3.53e-10,4.16e-10
0.0001,C,0.0,0.00025878,0.0037028,0.01171,0.023388,0.029689999999999998,0.041070999999999996,0.048514999999999996,0.042072000000000005,0.023596000000000002,0.005967,0.005,0.0034415999999999995,0.0026456999999999995,0.0025914,0.0018625999999999998,0.003868,0.003614,0.003097,0.0,0.0,0.0,0.07406599999999999,0.17160999999999998,0.21849000000000002,0.21055,0.29357,0.33746,0.4287,0.5371,0.6455,0.7539,0.8623,0.9707,1.0791
0.0001,C_13,0.0,2.0088e-07,4.8133e-07,8.999599999999998e-07,1.1751e-06,1.4216e-06,1.6379e-06,1.7866e-06,1.121e-05,0.00044029,0.00040612,0.00042528,0.0003519,0.00038494,0.00041769999999999996,0.00038933,0.0008517999999999999,0.0005662000000000001,0.0004973,0.0,0.0,0.0,8.3905e-08,6.2053e-08,2.627e-09,1.1376e-08,1.4655e-08,1.0202e-08,3.215e-09,1.3869e-08,2.4523e-08,3.5176e-08,4.583e-08,5.6484e-08,6.7138e-08
0.0001,N,0.0,4.106e-06,1.9602e-05,4.0573e-05,5.4326e-05,6.3921e-05,7.170399999999999e-05,7.2241e-05,3.8377e-05,8.1023e-05,0.019821000000000002,0.026448000000000003,0.022479,0.022888,0.028426,0.033797,0.09036,0.04478,0.02937,0.0,0.0,0.0,0.0018322,0.0018579999999999998,0.00018913,5.422600000000001e-05,0.00059124,1.6378e-06,5.8923e-07,1.5285e-05,2.998e-05,4.4675e-05,5.937e-05,7.4066e-05,8.8761e-05
0.0001,N_15,0.0,1.44e-10,1.693e-09,2.2949000000000003e-08,3.0015e-08,1.4069e-08,0.0,0.0,0.0,0.0,3.1289e-07,4.8382e-07,4.5838e-07,5.8676e-07,8.694100000000002e-07,2.1831e-06,6.144e-06,6.4229999999999985e-06,7.489e-06,0.0,0.0,0.0,6.3845e-08,6.8632e-08,2.3976e-08,1.1323000000000002e-08,1.1747e-07,1.6749e-08,6.2926e-07,1.5642e-05,3.0656e-05,4.5669e-05,6.0682e-05,7.5695e-05,9.0708e-05
0.0001,O,0.0,1.1637e-05,9.3069e-05,0.00027503,0.0004287,0.00047155,0.00055697,0.00062473,0.00057962,0.00041406,0.00051491,0.00064843,0.00047463,0.00038167,0.00036993,0.00063527,0.001689,0.0009486000000000001,0.001004,0.0,0.0,0.0,0.44963000000000003,0.77272,1.3788,2.1053,2.7910000000000004,4.812,8.382,10.758,13.134,15.509,17.885,20.261,22.636999999999997
0.0001,O_17,0.0,7.2171e-08,7.6392e-08,3.2428000000000004e-07,8.2345e-07,8.457699999999998e-07,6.9615e-07,3.6407e-07,5.2262e-07,1.2847e-06,8.0543e-07,1.186e-06,1.2008e-06,1.4066e-06,1.9258000000000003e-06,3.0072e-06,1.043e-05,6.567000000000002e-06,7.406e-06,0.0,0.0,0.0,1.6944e-06,1.5681e-06,2.7915e-07,6.829900000000001e-08,1.4892e-06,1.8829e-08,1.4219999999999998e-09,7.511e-08,1.488e-07,2.2249e-07,2.9617e-07,3.6986e-07,4.4355e-07
0.0001,O_18,0.0,-4.294e-09,-1.4683e-08,-2.8205e-08,-4.8704e-08,-5.845e-08,-6.8987e-08,-6.9009e-08,-8.196199999999999e-08,-1.4767999999999998e-07,-2.7736e-07,-3.3423e-07,-3.8618e-07,-4.386600000000001e-07,-4.891600000000001e-07,-5.3865e-07,-5.76e-07,-6.231e-07,-6.694e-07,0.0,0.0,0.0,5.7920999999999986e-08,4.8937e-06,4.6303e-06,2.5246e-08,6.745399999999999e-07,2.065e-09,2.1284000000000002e-07,1.8320999999999998e-07,1.5357000000000002e-07,1.2394e-07,9.4303e-08,6.4669e-08,3.5035e-08
0.0001,F,0.0,5.543e-09,1.5589e-07,1.2556e-06,4.8298e-06,7.8963e-06,1.4214e-05,1.867e-05,1.0605e-05,1.7349e-06,4.126700000000001e-07,4.633700000000001e-07,2.0225e-07,6.4996e-08,3.9482e-08,9.031e-09,1.929e-08,-1.199e-09,-9.786e-09,0.0,0.0,0.0,1.17e-10,1.972e-09,7.910000000000001e-09,1.625e-09,1.71e-09,8.939999999999998e-10,2.38e-10,3.9673e-08,7.9109e-08,1.1854e-07,1.5798e-07,1.9741e-07,2.3685e-07
0.0001,Na,0.0,3.2203e-08,2.6405e-07,4.4785e-06,3.6117e-05,6.7498e-05,0.00012859,0.00016241,5.7195e-05,1.4751e-05,1.7465e-05,1.9467e-05,1.2275e-05,1.0469e-05,1.2656e-05,1.2576e-05,3.101e-05,4.581e-06,1.651e-06,0.0,0.0,0.0,0.00014409,0.002447,0.0020781,0.0029023000000000005,0.0010266,0.0014159,0.00018427,0.00098484,0.0017854,0.0025859999999999998,0.0033866,0.0041871,0.004987699999999999
0.0001,Mg,0.0,2.1607e-08,1.7855e-07,2.5319e-06,1.868e-05,4.0405e-05,0.00015119,0.00022528,0.0003141,0.00014336,0.00013354,0.00017504,0.00011619,0.00012969999999999998,0.00023151,0.00034512,0.0026145,0.00068543,0.00032336,0.0,0.0,0.0,0.086424,0.06890800000000001,0.15836,0.15061,0.11980999999999999,0.22685,0.47841999999999996,0.6826300000000001,0.88685,1.0911,1.2953,1.4995,1.7037
0.0001,Al,0.0,3.227e-09,1.7787e-08,2.9657e-08,9.5793e-08,2.3081e-07,1.0512e-06,1.9135e-06,3.2749e-06,1.6322999999999996e-06,2.0024e-06,2.6807e-06,1.9696e-06,2.6228e-06,6.6348e-06,1.7699e-05,0.00023940000000000002,7.341e-05,2.677e-05,0.0,0.0,0.0,0.0037764000000000005,0.0013693,0.0031421,0.0013667,0.00080797,0.0026265999999999998,0.014684000000000001,0.017190999999999998,0.019697,0.022203,0.02471,0.027216000000000004,0.029723000000000003
0.0001,Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082552,0.073629,0.11699000000000001,0.09967100000000001,0.35120999999999997,0.24874000000000002,1.0315,1.3036,1.5756,1.8477,2.1198,2.3918,2.6639
0.0001,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024037,0.032313999999999996,0.041042,0.053811000000000005,0.1857,0.11590999999999999,0.37504,0.52353,0.67203,0.82052,0.96901,1.1175,1.266
0.0001,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3768e-06,8.6696e-06,2.1013e-05,5.3524e-05,8.3773e-05,1.6435e-05,0.00014566,0.00016554,0.00018543,0.00020531,0.00022519,0.00024508,0.00026496
0.0001,Ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029359,0.0044322,0.004414100000000001,0.0062447,0.024815,0.017362,0.037337,0.055923,0.074508,0.093093,0.11168,0.13026,0.14885
0.0001,Sc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1194e-08,4.0312e-08,5.5388e-08,2.5532e-07,6.1634e-07,1.5101e-07,5.8135e-07,7.2108e-07,8.608e-07,1.0005e-06,1.1402e-06,1.28e-06,1.4197e-06
0.0001,Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0694e-05,9.3763e-05,8.8889e-05,0.00010273,0.00016565,0.00018991,0.00026786,0.00029163,0.00031541,0.00033919,0.00036296,0.00038673,0.00041051
0.0001,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543e-05,1.0812e-05,1.2355999999999997e-05,1.1027e-05,9.0135e-06,1.0585999999999997e-05,1.7579000000000002e-05,1.9841e-05,2.2103e-05,2.4365e-05,2.6626e-05,2.8888e-05,3.115e-05
0.0001,Cr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093969,0.0011682,0.0012189,0.0014678,0.002967,0.0033411,0.0043871000000000005,0.0045572,0.0047273,0.0048974,0.0050675,0.0052376,0.0054077
0.0001,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013285,0.00018547,0.00017391,0.00022569,0.00043031,0.00051575,0.00071501,0.00083047,0.00094594,0.0010614,0.0011769,0.0012923,0.0014077999999999999
0.0001,Fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071727,0.072373,0.072287,0.072292,0.073798,0.074577,0.080001,0.083969,0.087937,0.091905,0.095874,0.099842,0.10380999999999999
0.0001,Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017563,0.00013195,0.00016102,0.00014955,1.5657999999999998e-05,2.4730000000000003e-06,1.8748e-06,2.0709e-06,2.2669e-06,2.463e-06,2.6591e-06,2.8551e-06,3.0512e-06
0.0001,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025654,0.0020759,0.0019882999999999997,0.0017434000000000002,0.00044209,0.00038602,0.00057815,0.00089884,0.0012195,0.0015402,0.0018609000000000002,0.0021815999999999997,0.0025023000000000003
0.0001,Cu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1024000000000005e-06,3.7844e-06,4.0785e-06,3.5797e-06,1.3100999999999998e-07,2.38e-10,2.1e-11,1.9e-11,1.8e-11,1.6e-11,1.5e-11,1.3e-11,1.2e-11
0.0001,Zn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012573,0.00012273,9.5585e-05,8.339799999999999e-05,2.5601e-06,3.08e-10,4.4e-11,4e-11,3.6e-11,3.1e-11,2.7e-11,2.3e-11,1.9e-11
0.0001,rem,0.5,0.72,0.6679999999999999,0.6609999999999999,0.664,0.6809999999999999,0.6962,0.713,0.732,0.813,0.8540000000000001,0.8740000000000001,0.897,0.929,0.966,1.008,1.1,1.17,1.23,1.31,1.31,1.31,1.57,1.48,1.65,1.66,1.92,2.07,2.89,4.1467,5.4033,6.66,7.9167,9.1733,10.43
0.001,He,0.0,0.005318,0.025994999999999997,0.046646,0.08791900000000001,0.10689000000000001,0.1414,0.15789,0.12749000000000002,0.076485,0.12691,0.20337,0.26487,0.34199,0.42286,0.51817,0.5991,0.6148,0.6626,0.6626,0.6626,0.6626,3.8551,5.159,6.5387,5.9393,6.9738,8.3787,10.853,10.853,10.853,10.853,10.853,10.853,10.853
0.001,Li,0.0,1.08e-10,1.08e-10,1.19e-10,9.7e-11,6.6e-11,-2.4e-11,-6.199999999999999e-11,-6e-11,6.115700000000001e-08,6.153e-09,1.61e-09,1.329e-09,7.23e-10,6.8e-11,-1.04e-10,-5.638e-09,-5.928e-09,4.364e-08,0.0,0.0,0.0,6.34e-10,0.0,1e-12,8.5e-11,1e-12,1e-12,7e-12,7e-12,7e-12,7e-12,7e-12,7e-12,7e-12
0.001,C,0.0,0.00025878,0.0037028,0.01171,0.023388,0.029689999999999998,0.041070999999999996,0.048514999999999996,0.042072000000000005,0.023596000000000002,0.005967,0.005,0.0034415999999999995,0.0026456999999999995,0.0025914,0.0018625999999999998,0.004472,0.0026829999999999996,0.003003,0.0,0.0,0.0,0.10722000000000001,0.084961,0.12947,0.12815,0.21518,0.12050999999999999,0.073666,0.073666,0.073666,0.073666,0.073666,0.073666,0.073666
0.001,C_13,0.0,2.0088e-07,4.8133e-07,8.999599999999998e-07,1.1751e-06,1.4216e-06,1.6379e-06,1.7866e-06,1.121e-05,0.00044029,0.00040612,0.00042528,0.0003519,0.00038494,0.00041769999999999996,0.00038933,0.000407,0.0003179,0.000377,0.0,0.0,0.0,0.00016735,5.378e-05,7.1972e-05,1.9596e-05,9.814e-05,8.198e-05,0.00028161,0.00028161,0.00028161,0.00028161,0.00028161,0.00028161,0.00028161
0.001,N,0.0,4.106e-06,1.9602e-05,4.0573e-05,5.4326e-05,6.3921e-05,7.170399999999999e-05,7.2241e-05,3.8377e-05,8.1023e-05,0.019821000000000002,0.026448000000000003,0.022479,0.022888,0.028426,0.033797,0.02683,0.0146,0.018580000000000003,0.0,0.0,0.0,0.0090697,0.0035754,0.0044698,0.012859,0.0091979,0.0061925,0.008687700000000001,0.008687700000000001,0.008687700000000001,0.008687700000000001,0.008687700000000001,0.008687700000000001,0.008687700000000001
0.001,N_15,0.0,1.44e-10,1.693e-09,2.2949000000000003e-08,3.0015e-08,1.4069e-08,0.0,0.0,0.0,0.0,3.1289e-07,4.8382e-07,4.5838e-07,5.8676e-07,8.694100000000002e-07,2.1831e-06,2.843e-07,1.101e-07,1.457e-06,0.0,0.0,0.0,7.5675e-06,8.5921e-07,9.2062e-07,1.3672e-06,7.2367e-06,3.7879e-07,2.445e-06,2.445e-06,2.445e-06,2.445e-06,2.445e-06,2.445e-06,2.445e-06
0.001,O,0.0,1.1637e-05,9.3069e-05,0.00027503,0.0004287,0.00047155,0.00055697,0.00062473,0.00057962,0.00041406,0.00051491,0.00064843,0.00047463,0.00038167,0.00036993,0.00063527,-0.001719,-0.001952,0.00022909999999999999,0.0,0.0,0.0,0.50443,0.29364,0.42213,2.1827,3.8181,5.3282,8.3728,8.3728,8.3728,8.3728,8.3728,8.3728,8.3728
0.001,O_17,0.0,7.2171e-08,7.6392e-08,3.2428000000000004e-07,8.2345e-07,8.457699999999998e-07,6.9615e-07,3.6407e-07,5.2262e-07,1.2847e-06,8.0543e-07,1.186e-06,1.2008e-06,1.4066e-06,1.9258000000000003e-06,3.0072e-06,2.966e-06,3.963e-06,1.973e-05,0.0,0.0,0.0,6.963600000000001e-05,2.5566e-05,2.4203e-05,2.1769e-05,2.7866e-05,4.8699e-05,2.8616e-05,2.8616e-05,2.8616e-05,2.8616e-05,2.8616e-05,2.8616e-05,2.8616e-05
0.001,O_18,0.0,-4.294e-09,-1.4683e-08,-2.8205e-08,-4.8704e-08,-5.845e-08,-6.8987e-08,-6.9009e-08,-8.196199999999999e-08,-1.4767999999999998e-07,-2.7736e-07,-3.3423e-07,-3.8618e-07,-4.386600000000001e-07,-4.891600000000001e-07,-5.3865e-07,-5.7929999999999986e-06,-6.247000000000001e-06,-6.68e-06,0.0,0.0,0.0,0.0018065000000000002,0.00036625,0.00030594,8.0941e-06,7.0493e-05,2.6938e-05,2.6268000000000007e-05,2.6268000000000007e-05,2.6268000000000007e-05,2.6268000000000007e-05,2.6268000000000007e-05,2.6268000000000007e-05,2.6268000000000007e-05
0.001,F,0.0,5.543e-09,1.5589e-07,1.2556e-06,4.8298e-06,7.8963e-06,1.4214e-05,1.867e-05,1.0605e-05,1.7349e-06,4.126700000000001e-07,4.633700000000001e-07,2.0225e-07,6.4996e-08,3.9482e-08,9.031e-09,-6.667e-08,-1.226e-07,-1.529e-07,0.0,0.0,0.0,3.0710000000000008e-06,1.9766e-07,3.3229e-07,2.8049e-06,6.1243e-07,2.3862e-06,4.4733999999999985e-06,4.4733999999999985e-06,4.4733999999999985e-06,4.4733999999999985e-06,4.4733999999999985e-06,4.4733999999999985e-06,4.4733999999999985e-06
0.001,Na,0.0,3.2203e-08,2.6405e-07,4.4785e-06,3.6117e-05,6.7498e-05,0.00012859,0.00016241,5.7195e-05,1.4751e-05,1.7465e-05,1.9467e-05,1.2275e-05,1.0469e-05,1.2656e-05,1.2576e-05,-4.214e-06,-8.365e-06,3.327e-07,0.0,0.0,0.0,0.00054122,0.0019554999999999998,0.0020861,0.0018058,0.0080858,0.0068595,0.00090012,0.00090012,0.00090012,0.00090012,0.00090012,0.00090012,0.00090012
0.001,Mg,0.0,2.1607e-08,1.7855e-07,2.5319e-06,1.868e-05,4.0405e-05,0.00015119,0.00022528,0.0003141,0.00014336,0.00013354,0.00017504,0.00011619,0.00012969999999999998,0.00023151,0.00034512,0.00031273,0.00014196,0.00020699,0.0,0.0,0.0,0.065844,0.065723,0.061211,0.2471,0.18229,0.29378000000000004,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077,0.7077
0.001,Al,0.0,3.227e-09,1.7787e-08,2.9657e-08,9.5793e-08,2.3081e-07,1.0512e-06,1.9135e-06,3.2749e-06,1.6322999999999996e-06,2.0024e-06,2.6807e-06,1.9696e-06,2.6228e-06,6.6348e-06,1.7699e-05,3.372e-05,2.099e-05,1.174e-05,0.0,0.0,0.0,0.0035675,0.0023484,0.0023071999999999997,0.0069768,0.0050466,0.0087276,0.030107,0.030107,0.030107,0.030107,0.030107,0.030107,0.030107
0.001,Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093171,0.043672,0.15439,0.13,0.12074000000000001,0.16645,0.89756,0.89756,0.89756,0.89756,0.89756,0.89756,0.89756
0.001,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038138,0.016679,0.07976,0.056588,0.05538099999999999,0.078548,0.33152,0.33152,0.33152,0.33152,0.33152,0.33152,0.33152
0.001,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7502e-05,4.4612e-06,6.7897e-05,1.5957e-05,1.748e-05,2.7698e-05,0.00012665,0.00012665,0.00012665,0.00012665,0.00012665,0.00012665,0.00012665
0.001,Ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004761100000000001,0.0017469,0.0080935,0.009208299999999999,0.007948,0.01175,0.036637,0.036637,0.036637,0.036637,0.036637,0.036637,0.036637
0.001,Sc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5212e-07,5.0827e-08,3.5452e-07,2.1587e-07,3.2358000000000004e-07,4.224100000000001e-07,9.919e-07,9.919e-07,9.919e-07,9.919e-07,9.919e-07,9.919e-07,9.919e-07
0.001,Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010777,7.9131e-05,0.00011072,0.00014574,0.00012497,0.00017879,0.00027894,0.00027894,0.00027894,0.00027894,0.00027894,0.00027894,0.00027894
0.001,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9649e-06,1.6158e-05,7.5652999999999985e-06,8.2384e-06,7.5299e-06,9.9667e-06,1.9462e-05,1.9462e-05,1.9462e-05,1.9462e-05,1.9462e-05,1.9462e-05,1.9462e-05
0.001,Cr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013014,0.00034521,0.00164,0.0023838,0.0023245,0.0031361,0.0043345,0.0043345,0.0043345,0.0043345,0.0043345,0.0043345,0.0043345
0.001,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022703,8.0053e-05,0.00028117,0.0003798,0.00029856,0.00050068,0.00078619,0.00078619,0.00078619,0.00078619,0.00078619,0.00078619,0.00078619
0.001,Fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075583,0.073254,0.074408,0.074049,0.07392699999999999,0.07521599999999999,0.08263,0.08263,0.08263,0.08263,0.08263,0.08263,0.08263
0.001,Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9124e-05,0.00023157,6.2956e-05,6.2074e-05,3.4227e-05,5.385800000000001e-05,4.4209e-05,4.4209e-05,4.4209e-05,4.4209e-05,4.4209e-05,4.4209e-05,4.4209e-05
0.001,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022981,0.0037384999999999996,0.0032754,0.00071093,0.00041289,0.00070997,0.0010567,0.0010567,0.0010567,0.0010567,0.0010567,0.0010567,0.0010567
0.001,Cu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2903e-05,6.354e-06,3.921e-06,1.7698e-05,2.9321e-05,4.1994e-05,4.3037e-05,4.3037e-05,4.3037e-05,4.3037e-05,4.3037e-05,4.3037e-05,4.3037e-05
0.001,Zn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.957e-05,6.9656e-05,6.1924e-05,3.4855e-05,5.079e-05,8.4675e-05,0.00011128,0.00011128,0.00011128,0.00011128,0.00011128,0.00011128,0.00011128
0.001,rem,0.5,0.72,0.6679999999999999,0.6609999999999999,0.664,0.6809999999999999,0.6962,0.713,0.732,0.813,0.8540000000000001,0.8740000000000001,0.897,0.929,0.966,1.008,1.07,1.14,1.21,1.31,1.31,1.31,1.65,1.53,1.7,1.85,1.91,2.06,3.17,3.17,3.17,3.17,3.17,3.17,3.17
